번호,설치장소명,설치장소상세,설치시도명,설치시군구명,설치시설구분,서비스제공사명,와이파이SSID,설치연월,소재지도로명주소,소재지지번주소,관리기관명,관리기관전화번호,WGS84위도,WGS84경도,데이터기준일자
3777,원천호수 광교호수공원 관리사무소 앞,경기도 수원시 영통구 광교호수로57,경기도,수원시,기타,KT,Public WiFi Free,2020-12,경기도 수원시 영통구 광교호수로57,경기도 수원시 영통구 하동 1023,통신사,031-228-3000,37.275487,127.063040,2021-05-14
3778,신대호수 수변테라스-A,경기도 수원시 영통구 광교호수로57,경기도,수원시,기타,KT,Public WiFi Free,2020-12,경기도 수원시 영통구 광교호수로57,경기도 수원시 영통구 하동 1023,통신사,031-228-3000,37.284747,127.075237,2021-05-14
3779,신대호수 수변테라스-B,경기도 수원시 영통구 광교호수로57,경기도,수원시,기타,KT,Public WiFi Free,2020-12,경기도 수원시 영통구 광교호수로57,경기도 수원시 영통구 하동 1023,통신사,031-228-3000,37.283599,127.073839,2021-05-14
3780,신대호수 하늘전망대 앞,경기도 수원시 영통구 광교호수로57,경기도,수원시,기타,KT,Public WiFi Free,2020-12,경기도 수원시 영통구 광교호수로57,경기도 수원시 영통구 하동 1023,통신사,031-228-3000,37.283728,127.072693,2021-05-14
3781,신대호수 수변쉼터-2,경기도 수원시 영통구 광교호수로57,경기도,수원시,기타,KT,Public WiFi Free,2020-12,경기도 수원시 영통구 광교호수로57,경기도 수원시 영통구 하동 1023,통신사,031-228-3000,37.285831,127.071809,2021-05-14
3782,신대호수 휴게마당,경기도 수원시 영통구 광교호수로57,경기도,수원시,기타,KT,Public WiFi Free,2020-12,경기도 수원시 영통구 광교호수로57,경기도 수원시 영통구 하동 1023,통신사,031-228-3000,37.287224,127.070456,2021-05-14
3783,신대호수 팔각정 앞,경기도 수원시 영통구 광교호수로57,경기도,수원시,기타,KT,Public WiFi Free,2020-12,경기도 수원시 영통구 광교호수로57,경기도 수원시 영통구 하동 1023,통신사,031-228-3000,37.288028,127.069563,2021-05-14
3784,신대호수 스텝파크 화장실 옆,경기도 수원시 영통구 광교호수로57,경기도,수원시,기타,KT,Public WiFi Free,2020-12,경기도 수원시 영통구 광교호수로57,경기도 수원시 영통구 하동 1023,통신사,031-228-3000,37.288731,127.068480,2021-05-14
3785,신대호수 스텝파크 앞,경기도 수원시 영통구 광교호수로57,경기도,수원시,기타,KT,Public WiFi Free,2020-12,경기도 수원시 영통구 광교호수로57,경기도 수원시 영통구 하동 1023,통신사,031-228-3000,37.288839,127.070943,2021-05-14
3786,오목호수공원,경기도 수원시 오목천동 1171,경기도,수원시,기타,KT,Public WiFi Free,2020-12,,경기도 수원시 오목천동 1171,통신사,031-228-3000,37.247511,126.965037,2021-05-14
3787,세류문화공원(버드내도서관),경기도 수원시 권선구 세류동 503-2,경기도,수원시,기타,KT,Public WiFi Free,2020-12,경기도 수원시 권선구 세권로 94번길29,경기도 수원시 권선구 세류동 503-2,통신사,031-228-3000,37.257161,127.015239,2021-05-14
3788,경기대 수원캠퍼스후문. 수원박물관(04-178),경기도 수원시 영통구 이의동 1283-4,경기도,수원시,교통시설,KT,Public WiFi Free,2020-12,,경기도 수원시 영통구 이의동 1283-4,통신사,031-228-3000,37.296585,127.038509,2021-05-14
3789,못골어린이공원,경기도 수원시 팔달구 지동 473,경기도,수원시,기타,KT,PublicWiFi@Suwon,2018-01,경기도 수원시 팔달구 팔달문로115번길 43 (지동),경기도 수원시 팔달구 지동 473,정보통신과,031-228-3000,37.2834799,127.027695,2021-05-14
3790,매봉공원,경기도 수원시 영통구 매탄2동 1210,경기도,수원시,기타,KT,PublicWiFi@Suwon,2018-01,경기도 수원시 영통구 동탄원천로1109번길 61 (매탄동),경기도 수원시 영통구 매탄2동 1210,정보통신과,031-228-3000,37.26961594,127.0550597,2021-05-14
3791,매탄공원,경기도 수원시 영통구 매탄4동 811,경기도,수원시,기타,KT,PublicWiFi@Suwon,2018-01,경기도 수원시 영통구 매탄로 185 (매탄동),경기도 수원시 영통구 매탄4동 811,정보통신과,031-228-3000,37.267825,127.0458181,2021-05-14
3792,황새말공원,경기도 수원시 팔달구 화서2동 714,경기도,수원시,기타,KT,PublicWiFi@Suwon,2018-01,경기도 수원시 팔달구 정자천로14번길 49 (화서동),경기도 수원시 팔달구 화서2동 714,정보통신과,031-228-3000,37.28686943,126.9804547,2021-05-14
3793,숙지공원,경기도 수원시 팔달구 화서2동 264,경기도,수원시,기타,KT,PublicWiFi@Suwon,2018-01,,경기도 수원시 팔달구 화서2동 264,정보통신과,031-228-3000,37.286524,126.981222,2021-05-14
3794,청소년문화공원,경기도 수원시 팔달구 인계동 349,경기도,수원시,기타,KT,PublicWiFi@Suwon,2018-01,,경기도 수원시 팔달구 인계동 349,정보통신과,031-228-3000,37.274526,127.033745,2021-05-14
3795,풍림아파트(01083),경기도 수원시 장안구 정자3동 872-6,경기도,수원시,교통시설,KT,PublicWiFi@Suwon,2018-01,,경기도 수원시 장안구 정자3동 872-6,정보통신과,031-228-3000,37.298354,126.992429,2021-05-14
3796,탑동초등학교.삼성아파트(02103),경기도 수원시 권선구 탑동 758-4,경기도,수원시,교통시설,KT,PublicWiFi@Suwon,2018-01,경기도 수원시 권선구 금호로 224-1 (탑동),경기도 수원시 권선구 탑동 758-4,정보통신과,031-228-3000,37.27510436,126.9746352,2021-05-14
3797,우방아파트(02104),경기도 수원시 권선구 탑동 861-1,경기도,수원시,교통시설,KT,PublicWiFi@Suwon,2018-01,경기도 수원시 권선구 하탑로 30 (탑동),경기도 수원시 권선구 탑동 861-1,정보통신과,031-228-3000,37.26861332,126.9749125,2021-05-14
3798,수원역(03187),경기도 수원시 팔달구 매산로1가 18,경기도,수원시,교통시설,KT,PublicWiFi@Suwon,2018-01,경기도 수원시 팔달구 덕영대로 924 (매산로1가),경기도 수원시 팔달구 매산로1가 18,정보통신과,031-228-3000,37.26567858,127.0000947,2021-05-14
3799,아주대입구.우리은행(03132),경기도 수원시 팔달구 우만2동 85-1,경기도,수원시,교통시설,KT,PublicWiFi@Suwon,2018-01,경기도 수원시 팔달구 중부대로 241 (우만동),경기도 수원시 팔달구 우만2동 85-1,정보통신과,031-228-3000,37.2755067,127.0425439,2021-05-14
3800,팔달문(03056),경기도 수원시 팔달구 팔달로2가 47-12,경기도,수원시,교통시설,KT,PublicWiFi@Suwon,2018-01,경기도 수원시 팔달구 정조로 782,경기도 수원시 팔달구 팔달로2가 47-12,정보통신과,031-228-3000,37.277678,127.017186,2021-05-14
3801,그대가프리미어아파트.망포역3번출구(04072),경기도 수원시 영통구 망포동 309-9,경기도,수원시,교통시설,KT,PublicWiFi@Suwon,2018-01,,경기도 수원시 영통구 망포동 309-9,정보통신과,031-228-3000,37.244997,127.056104,2021-05-14
3802,황골마을(04166),경기도 수원시 영통구 영통1동 945-1,경기도,수원시,교통시설,KT,PublicWiFi@Suwon,2018-01,"경기도 수원시 영통구 중부대로 604 (영통동, 수원영통리슈빌스카이오피스텔)",경기도 수원시 영통구 영통1동 945-1,정보통신과,031-228-3000,37.2672941,127.0813943,2021-05-14
3803,동수원우체국.삼성래미안(03166),경기도 수원시 팔달구 인계동 465-2,경기도,수원시,교통시설,KT,PublicWiFi@Suwon,2018-01,경기도 수원시 팔달구 인계로 143 (인계동),경기도 수원시 팔달구 인계동 465-2,정보통신과,031-228-3000,37.26722361,127.0335606,2021-05-14
3804,영덕고등학교.영통역(04132),경기도 수원시 영통구 영통3동 961-7,경기도,수원시,교통시설,KT,PublicWiFi@Suwon,2018-01,,경기도 수원시 영통구 영통3동 961-7,정보통신과,031-228-3000,37.252354,127.069823,2021-05-14
3805,태평양화학.삼성전자입구(04123),경기도 수원시 영통구 원천동 603-5,경기도,수원시,교통시설,KT,PublicWiFi@Suwon,2018-01,,경기도 수원시 영통구 원천동 603-5,정보통신과,031-228-3000,37.26915591,127.0665592,2021-05-14
3806,신나무실아파트(04120),경기도 수원시 영통구 영통2동 965-2,경기도,수원시,교통시설,KT,PublicWiFi@Suwon,2018-01,경기도 수원시 영통구 매영로310번길 31 (영통동),경기도 수원시 영통구 영통2동 965-2,정보통신과,031-228-3000,37.25259127,127.0663418,2021-05-14
3807,성균관대역(01015),경기도 수원시 장안구 율전동 291-3,경기도,수원시,교통시설,KT,PublicWiFi@Suwon,2018-01,경기도 수원시 장안구 서부로 2129 (율전동),경기도 수원시 장안구 율전동 291-3,정보통신과,031-228-3000,37.29857744,126.9712618,2021-05-14
3808,성균관대학교(01013),경기도 수원시 장안구 율전동 433-67,경기도,수원시,교통시설,KT,PublicWiFi@Suwon,2018-01,경기도 수원시 장안구 서부로 2112 (율전동),경기도 수원시 장안구 율전동 433-67,정보통신과,031-228-3000,37.29705284,126.9710413,2021-05-14
3809,웃거리(02120),경기도 수원시 권선구 구운동 507-18,경기도,수원시,교통시설,KT,PublicWiFi@Suwon,2018-01,경기도 수원시 권선구 수인로 191 (구운동),경기도 수원시 권선구 구운동 507-18,정보통신과,031-228-3000,37.27663334,126.9788021,2021-05-14
3810,구운중학교(02110),경기도 수원시 권선구 탑동 759-11,경기도,수원시,교통시설,KT,PublicWiFi@Suwon,2018-01,경기도 수원시 권선구 금호로 242 (탑동),경기도 수원시 권선구 탑동 759-11,정보통신과,031-228-3000,37.27546155,126.9764888,2021-05-14
3811,매여울공원,경기도 수원시 영통구 매탄3동 1338,경기도,수원시,기타,KT,PublicWiFi@Suwon,2018-01,"경기도 수원시 영통구 동탄원천로915번길 36 (매탄동, 주공그린빌)",경기도 수원시 영통구 매탄3동 1338,정보통신과,031-228-3000,37.25698081,127.0438276,2021-05-14
3812,선주리들공원,경기도 수원시 영통구 매탄3동 1345,경기도,수원시,기타,KT,PublicWiFi@Suwon,2018-01,"경기도 수원시 영통구 동탄원천로915번길 33 (매탄동, 주공그린빌)",경기도 수원시 영통구 매탄3동 1345,정보통신과,031-228-3000,37.25604727,127.0439939,2021-05-14
3813,황골공원,경기도 수원시 영통구 영통1동 948-2,경기도,수원시,기타,KT,PublicWiFi@Suwon,2018-01,경기도 수원시 영통구 영통로 530 (영통동),경기도 수원시 영통구 영통1동 948-2,정보통신과,031-228-3000,37.26636251,127.0785928,2021-05-14
3814,광교푸른숲도서관,영통구 하동 1024,경기도,수원시,교육시설,KT,PublicWiFi@Suwon City library,2018-01,경기도 수원시 영통구 광교호수로 131,경기도 수원시 영통구 하동 1024,도서관사업소,031-228-3000,37.28095579,127.0668177,2021-05-14
3815,매여울도서관,영통구 매탄동 1268,경기도,수원시,교육시설,KT,PublicWiFi@Suwon City library,2018-01,경기도 수원시 영통구 효원로 415,경기도 수원시 영통구 매탄동 1268,도서관사업소,031-228-3000,37.25932937,127.0473596,2021-05-14
3816,수원전통문화관,팔달구 장안동 33-1,경기도,수원시,지역문화시설,KT,KOREA FREE Wifi_2.4G,2018-01,경기도 수원시 팔달구 정조로 887(장안동),경기도 수원시 팔달구 장안동 33-1,관광과,031-228-3000,37.28710082,127.0145338,2021-05-14
3817,수원통닭거리,팔달구 팔달로2가 26-4,경기도,수원시,지역문화시설,KT,KOREA FREE Wifi_2.4G,2018-01,경기도 수원시 팔달구 팔달문로3번길 27(팔달로2가),경기도 수원시 팔달구 팔달로2가 26-4,관광과,031-228-3000,37.27884688,127.0176489,2021-05-14
3818,수원공방거리-1,팔달구 남창동 26-1,경기도,수원시,지역문화시설,KT,KOREA FREE Wifi_2.4G,2018-01,경기도 수원시 팔달구 행궁로 25(남창동),경기도 수원시 팔달구 남창동 26-1,관광과,031-228-3000,37.28032856,127.0149204,2021-05-14
3819,수원공방거리-2,팔달구 남창동 130-2,경기도,수원시,지역문화시설,KT,KOREA FREE Wifi_2.4G,2018-01,경기도 수원시 팔달구 남창동 130-2,경기도 수원시 팔달구 남창동 130-2,관광과,031-228-3000,37.28032856,127.0149204,2021-05-14
3820,화서문거리,팔달구 신풍동 116-3,경기도,수원시,지역문화시설,KT,KOREA FREE Wifi_2.4G,2018-01,경기도 수원시 팔달구 화서문로 24-1(신풍동),경기도 수원시 팔달구 신풍동 116-3,관광과,031-228-3000,37.28483423,127.0105414,2021-05-14
3821,망포글빛도서관,영통구 망포동 84-5,경기도,수원시,교육시설,KT,PublicWiFi@Suwon City library,2019-01,경기도 수원시 영통구 동탄지성로 549-15,경기도 수원시 영통구 망포동 84-5,도서관사업소,031-228-3000,37.2406609,127.0443591,2021-05-14
3822,밤밭청개구리공원,수원시 장안구 율전동 125,경기도,수원시,기타,KT,PublicWiFi@Suwon,2019-01,,경기도 수원시 장안구 율전동 125,정보통신과,031-228-3000,37.306908,126.971511,2021-05-14
3823,권선공원,수원시 권선구 권선동 1198,경기도,수원시,기타,KT,PublicWiFi@Suwon,2019-01,,경기도 수원시 권선구 권선동 1198,정보통신과,031-228-3000,37.249758,127.023086,2021-05-14
3824,마중공원,수원시 권선구 권선동 1348,경기도,수원시,기타,KT,PublicWiFi@Suwon,2019-01,,경기도 수원시 권선구 권선동 1348,정보통신과,031-228-3000,37.236487,127.021208,2021-05-14
3825,오목천공원,수원시 권선구 고색동 980,경기도,수원시,기타,KT,PublicWiFi@Suwon,2019-01,경기도 수원시 권선구 오목천로 96 (고색동),경기도 수원시 권선구 고색동 980,정보통신과,031-228-3000,37.24105541,126.973141,2021-05-14
3826,여기산공원,수원시 권선구 서둔동 256,경기도,수원시,기타,KT,PublicWiFi@Suwon,2019-01,경기도 수원시 권선구 여기산로26번길 30 (서둔동),경기도 수원시 권선구 서둔동 256,정보통신과,031-228-3000,37.28081077,126.9799827,2021-05-14
3827,일월공원,수원시 장안구 천천동 442-2,경기도,수원시,기타,KT,PublicWiFi@Suwon,2019-01,,경기도 수원시 장안구 천천동 442-2,정보통신과,031-228-3000,37.285964,126.976331,2021-05-14
3828,매화공원,수원시 영통구 매탄동 1317,경기도,수원시,기타,KT,PublicWiFi@Suwon,2019-01,"경기도 수원시 영통구 매탄로126번길 66 (매탄동, 주공그린빌)",경기도 수원시 영통구 매탄동 1317,정보통신과,031-228-3000,37.26086455,127.0478521,2021-05-14
3829,망포공원,수원시 영통구 망포동 358-5,경기도,수원시,기타,KT,PublicWiFi@Suwon,2019-01,,경기도 수원시 영통구 망포동 358-5,정보통신과,031-228-3000,37.242553,127.057707,2021-05-14
3830,지성공원,수원시 영통구 망포동 40-14,경기도,수원시,기타,KT,PublicWiFi@Suwon,2019-01,,경기도 수원시 영통구 망포동 40-14,정보통신과,031-228-3000,37.23882922,127.0463235,2021-05-14
